index,source,target
169,グラビモスの素材で作られた{j}頭用装備。岩の如き装甲が{j}モンスターの攻撃を防ぐ。,Made of Gravios materials.{j}Its rock-hard exterior foils{j}monster strikes.
170,グラビモスの素材で作られた{j}頭用装備。身に着けている{j}だけで猛者の証明となる。,Made of Gravios materials.{j}Just wearing it will give{j}you an air of true valor.
171,想像を絶する試練を耐え抜い{j}た者に授けられると伝わる面。{j}ただならぬ壮麗さを感じる。,Said to be awarded to{j}those who have passed{j}the most strenuous training.
172,想像を絶する試練を耐え抜い{j}た者に授けられると伝わる面。{j}ただならぬ壮麗さを感じる。,Said to be awarded to{j}those who have passed{j}the most strenuous training.
173,街を守護するギルドナイトが{j}正装として身につける頭装備。{j}大きな羽飾りが特長。,Headgear with distinctive{j}wings worn by official Guild{j}Knights to protect the town.
174,ギルドで暗躍する騎士の正装。{j}紋章がついたアイパッチは、{j}闇の世界では通行手形となる。,Worn by Guild Knight agents.{j}The runed eyepatch ensures{j}passage in the underworld.
175,ギルドナイトの女性用頭装備。{j}見事な羽飾りをあしらった、{j}ギルドナイト表の顔の象徴。,Female Guild Knight garb.{j}Striking decorative wings{j}symbolize these warriors.
176,影の存在ともいうべきギルド{j}ナイトの正式装備。アイパッ{j}チの下には憂いを秘めた瞳が。,Guild Knight gear complete{j}with an eyepatch for those{j}who dwell in the shadows.
177,老山龍の素材で作られた男性{j}用兜。威風堂々とした出で{j}立ちは剣士究極の姿。,A man's helmet forged from{j}the bounty of the Lao-Shan.{j}Fit for a noble Brawler.
178,老山龍の素材で作られた男性{j}用兜。究極の素材により、東{j}方伝来の技術はここに極まる。,A man's helmet made of Lao-{j}Shan materials. Brims with{j}the mystery of the East.
179,老山龍の素材で作られた女性{j}用頭装備。凛々しくも神々{j}しい出で立ちは剣士究極の姿。,This woman's headgear made{j}of Lao-Shan gives its wearer{j}a grave and noble bearing.
180,老山龍の素材で作られた女性{j}用頭装備。龍の素材は匠の技{j}により究極の艶を放つ。,This woman's headgear made{j}of Lao-Shan is the lustrous{j}work of a master craftsman.
181,黒龍の唸りを思い起こさせる{j}頭用装備。いもしない黒龍の{j}視線に怯え狂死した使用者も。,"Some don this, only to be{j}struck with mortal terror{j}at the howl of the Fatalis."
182,今にも黒龍の断末魔が聞こえ{j}て来そうな頭用の装備。肉体{j}の限界を超えた力をもたらす。,"Suffused with a power beyond{j}the physical, it resonates{j}with a Fatalis's death howl."
183,ダイミョウザザミの強固な{j}素材を使用した頭用装備。{j}曲面加工が衝撃を逃がす。,"Made using the strongest{j}Daimyo Hermitaur parts, it{j}deflects powerful strikes."
184,盾蟹の素材を使用した頭装備。{j}厳ついマスクは視界を狭める{j}が、逆に集中力は上がる。,"Hermitaur-sourced headgear.{j}The mask narrows your view,{j}but increases your focus."
185,ダイミョウザザミの強固な{j}素材を使用した頭用装備。{j}曲面加工が衝撃を逃がす。,"Made using the strongest{j}Daimyo Hermitaur parts, it{j}deflects powerful strikes."
186,盾蟹の素材を使用した頭装備。{j}厳ついマスクは視界を狭める{j}が、逆に集中力は上がる。,"Hermitaur-sourced headgear.{j}The mask narrows your view,{j}but increases your focus."
187,ダイミョウザザミの強固な{j}素材を使用した頭用装備。{j}曲面加工が衝撃を逃がす。,"Made using the strongest{j}Daimyo Hermitaur parts, it{j}deflects powerful strikes."
188,盾蟹の素材を使用した頭装備。{j}厳ついマスクは視界を狭める{j}が、逆に集中力は上がる。,"Hermitaur-sourced headgear.{j}The mask narrows your view,{j}but increases your focus."
189,ババコンガの素材で作られた{j}頭用装備。逆立つたてがみは{j}野性の現れ。,"Made from Congalala parts,{j}its mane symbolizes the{j}call of the wild."
190,桃毛獣の素材で作られた頭用{j}装備。その風貌は、見た者に{j}悪という言葉を思い出させる。,Congalala-sourced headgear{j}that makes all who see it{j}think of true evil.
191,ババコンガの素材で作られた{j}頭用装備。逆立つたてがみは{j}野性の現れ。,"Made from Congalala parts,{j}its mane symbolizes the{j}call of the wild."
192,桃毛獣の素材で作られた頭用{j}装備。その風貌は、見た者に{j}悪という言葉を思い出させる。,Congalala-sourced headgear{j}that makes all who see it{j}think of true evil.
193,ババコンガの素材で作られた{j}頭用装備。逆立つたてがみは{j}野性の現れ。,"Made from Congalala parts,{j}its mane symbolizes the{j}call of the wild."
194,桃毛獣の素材で作られた頭用{j}装備。その風貌は、見た者に{j}悪という言葉を思い出させる。,Congalala-sourced headgear{j}that makes all who see it{j}think of true evil.
195,ドドブランゴの素材で作られ{j}た頭用装備。異国の神を模し{j}たデザインは威厳が溢れる。,"Made from Blangonga parts.{j}It mimics a foreign god, and{j}overflows with raw power."
196,ドドブランゴの素材で作られ{j}た頭用装備。顔を隠すことで{j}狙撃者の集中を高める。,"Made from Blangonga parts.{j}Hides the face, letting you{j}focus on targeting foes."
197,ドドブランゴの素材で作られ{j}た頭用装備。異国の神を模し{j}たデザインは威厳が溢れる。,"Made from Blangonga parts.{j}It mimics a foreign god, and{j}overflows with raw power."
198,ドドブランゴの素材で作られ{j}た頭用装備。顔を隠すことで{j}狙撃者の集中を高める。,"Made from Blangonga parts.{j}Hides the face, letting you{j}focus on targeting foes."
199,ドドブランゴの素材で作られ{j}た頭用装備。異国の神を模し{j}たデザインは威厳が溢れる。,"Made from Blangonga parts.{j}It mimics a foreign god, and{j}overflows with raw power."
200,ドドブランゴの素材で作られ{j}た頭用装備。顔を隠すことで{j}狙撃者の集中を高める。,"Made from Blangonga parts.{j}Hides the face, letting you{j}focus on targeting foes."
201,ショウグンギザミの素材で{j}作られた頭用装備。鉄を切り{j}裂くほど堅固な殻が頭を護る。,The iron-like shell of the{j}Shogun Ceanataur serves to{j}protect the wearer's head.
202,ショウグンギザミの素材を使{j}用した頭用装備。殻の堅固さ{j}を最大限に引き出す加工。,Crafted to fully exploit{j}the qualities of the Shogun{j}Ceanataur's rock-hard shell.
203,ショウグンギザミの素材で{j}作られた頭用装備。鉄を切り{j}裂くほど堅固な殻が頭を護る。,The iron-like shell of the{j}Shogun Ceanataur serves to{j}protect the wearer's head.
204,ショウグンギザミの素材を使{j}用した頭用装備。殻の堅固さ{j}を最大限に引き出す加工。,Crafted to fully exploit{j}the qualities of the Shogun{j}Ceanataur's rock-hard shell.
205,ショウグンギザミの素材で{j}作られた頭用装備。鉄を切り{j}裂くほど堅固な殻が頭を護る。,The iron-like shell of the{j}Shogun Ceanataur serves to{j}protect the wearer's head.
206,ショウグンギザミの素材を使{j}用した頭用装備。殻の堅固さ{j}を最大限に引き出す加工。,Crafted to fully exploit{j}the qualities of the Shogun{j}Ceanataur's rock-hard shell.
207,百万の轟雷に匹敵する雷角。{j}その力を得た面当ては見る者{j}全てを畏怖させ膝を折らせる。,Forged from a horn that{j}possesses the power of a{j}thousand thunder claps.
208,雷獣そのものとさえ思える迫{j}力をもった頭冠。擁した者は{j}天地の理を知るという。,"Harnessing the power of both{j}heaven and earth, this crown{j}has the force of a storm."
209,百万の轟雷に匹敵する雷角。{j}その力を得た面当ては見る者{j}全てを畏怖させ膝を折らせる。,Forged from a horn that{j}possesses the power of a{j}thousand thunder claps.
210,雷獣そのものとさえ思える迫{j}力をもった頭冠。擁した者は{j}天地の理を知るという。,"Harnessing the power of both{j}heaven and earth, this crown{j}has the force of a storm."
211,クシャルダオラの硬質の素材{j}で作られた頭用装備。{j}あたかも鋼の彫刻の如き風貌。,The Kushala Daora's hard{j}body makes a helm that seems{j}to be of chiseled steel.
212,クシャルダオラの素材で作ら{j}れた頭用装備。その硬度は、{j}良質の鋼を優に上回る。,"Forged from Kushala Daora{j}parts, this is harder even{j}than reinforced steel."
213,幻といわれる霞龍の素材を、{j}古の錬金術師の装束を模して{j}仕上げた逸品。,Mythical Chameleos parts.{j}Crafted using ancient{j}alchemical techniques.
214,オオナズチの素材で作られた{j}頭装備。古のガンナーの装束{j}を模して仕上げた逸品。,"Crafted from parts of the{j}Chameleos, it is modeled{j}on Snipers of yore."
215,青き炎の冠の如き頭装備。特{j}殊な技術で作り出されたそれ{j}は焔の女王の魂が宿るという。,"Specially crafted, it glows{j}like a crown of blue flame,{j}and contains a regal spirit."
216,炎妃龍の素材を練り上げた頭{j}装備。特徴的な頭飾りには、{j}青き炎がゆらめくという。,"Headgear crafted from{j}Lunastra, in which a blue{j}flame is said to reside."
217,古の巨神をかたどった頭装備。{j}砦蟹の年経た素材には神が{j}宿るという。,Styled on giants of yore.{j}Spirits are said to dwell in{j}the ancient Gaoren parts.
218,往古の神具を模した頭用装備。{j}数多の星霜を経た砦蟹素材は、{j}神への供物にふさわしい。,Modeled on ancient divine{j}artifacts. The Gaoren parts{j}are like a holy offering.
219,赤き炎の冠の如き頭装備。破{j}格な素材から作られたそれは、{j}紅蓮の王の魂が宿るという。,"Burns like a flaming crown,{j}and is said to contain the{j}soul of a crimson king."
220,炎王龍の素材を練り上げた頭{j}装備。王冠の如き頭飾りには、{j}赤き炎が燃えさかるという。,"Made from honed Teostra{j}parts, its like a noble{j}crown aflame with crimson."
221,浮岳龍の素材に宿るという東{j}方の神を削りだした頭用装備。{j}その背後には後光すら感じる。,An Eastern deity said to{j}dwell within Yama Tsukami{j}illuminates this headgear.
222,東方の武神を象る頭装備。{j}素材の中にあった物を取り出{j}しただけと伝説の職人は語る。,Symbolizes an Eastern god{j}of war. Crafted by a{j}true master.
223,金獅子の壮麗な２本の角を{j}配した頭用装備。見た者はこ{j}とごとくその威厳にうたれる。,"Fitted with the twin fangs{j}of the Rajang, it chills{j}the blood of all who see it."
224,闇にとけ込む頭用装備。金獅{j}子の強靱な素材が伝説の暗殺{j}部隊の装備を再現させた。,"Forged from Rajang parts,{j}this shadowy helm recalls{j}the feared assassins of old."
