index,source,target
755,シャランＦアーム・青,Brassards Sharan F bleus
756,シャランガード・青,Gardes Sharan bleues
757,シャランＦガード・青,Gardes Sharan F bleues
758,シャランアーム・緑,Brassards Sharan verts
759,シャランＦアーム・緑,Brassards Sharan F verts
760,シャランガード・緑,Gardes Sharan vertes
761,シャランＦガード・緑,Gardes Sharan F vertes
762,シャランアーム・紫,Brassards Sharan violets
763,シャランＦアーム・紫,Brassards Sharan F violets
764,シャランガード・紫,Gardes Sharan violettes
765,シャランＦガード・紫,Gardes Sharan F violettes
766,シャランアーム・白,Brassards Sharan blancs
767,シャランＦアーム・白,Brassards Sharan F blancs
768,シャランガード・白,Gardes Sharan blanches
769,シャランＦガード・白,Gardes Sharan F blanches
770,ルクスアーム,
771,ルクスＦアーム,
772,ルクスガード,
773,ルクスＦガード,
774,レアルアーム・白,Brassards Real blancs
775,レアルＦアーム・白,Brassards Real F blancs
776,レアルガード・白,Gardes Real blanches
777,レアルＦガード・白,Gardes Real F blanches
778,レアルアーム・金,Brassards Real dorés
779,レアルＦアーム・金,Brassards Real F dorés
780,レアルガード・金,Gardes Real dorées
781,レアルＦガード・金,Gardes Real F dorées
782,レアルアーム・青,Brassards Real bleus
783,レアルＦアーム・青,Brassards Real F bleus
784,レアルガード・青,Gardes Real bleues
785,レアルＦガード・青,Gardes Real F bleues
786,レアルアーム・赤,Brassards Real rouges
787,レアルＦアーム・赤,Brassards Real F rouges
788,レアルガード・赤,Gardes Real rouges
789,レアルＦガード・赤,Gardes Real F rouges
790,レギスアーム,Brassards Regis
791,レギスＦアーム,Brassards Regis F
792,レギスガード,Gardes Regis
793,レギスＦガード,Gardes Regis F
794,コムラドアーム【葉】,Brassards Camarade [葉]
795,コムラドアーム【柑】,Brassards Camarade [柑]
796,コムラドアーム【冷】,Brassards Camarade [冷]
797,ギザミガードSP赤,
798,ギザミガードSP黒,
799,ギザミガードSP黄,
800,ガブラスハンドSP白,
801,ガブラスハンドSP黄,
802,ガブラスハンドSP黒,
803,Ｇ・ナイトカフスSP赤,
804,Ｇ・ナイトカフスSP青,
805,Ｇ・ナイトカフスSP紫,
806,ＰＶカフスSP赤,
807,ＰＶカフスSP青,
808,ＰＶカフスSP紫,
809,ザザミＬアーム,Brassards Hermitaur L
810,ハイメタＬアーム,
811,スティールＬアーム,Brassards Acier L
812,ラヴァＬアーム,Brassards Lavasioth L
813,ボーンＬアーム,Brassards Os L
814,タロスＬアーム,Brassards Hornetaur L
815,Ｇ・ガードＲグラブ紅,
816,Ｇ・ガードＲグラブ紅,
817,ヘルパーＲカフス,
818,バトルＲアーム,Brassards Bataille R
819,ガレオスＲアーム,Brassards Cephalos R
820,ボーンＲアーム,Brassards Os R
821,イーオスＬガード,Gardes Ioprey L
822,ギザミＬガード,Gardes Ceanataur L
823,リオハートＲガード,Gardes Rath R
824,ボーンＲガード,Gardes Os R
825,ブランアーム,Brassards Buran
826,シロオビアーム,
827,神楽【篭手】,
828,神楽・覇【篭手】,
829,神座【篭手】,
830,神座・覇【篭手】,
831,アスハルテアーム,Brassards Ashalt
832,アスハルテガード,Gardes Ashalt
833,ロークアーム,
834,ロークガード,
835,ソルダートアーム,Brassards Soldato
836,ゲイブルアーム,
837,ソルダートガード,Gardes Soldato
838,ゲイブルガード,
839,ウィダアーム,Brassards Uida
840,スティーダアーム,
841,ウィダガード,Gardes Uida
842,スティーダガード,
843,アグリアアーム,Brassards Agria
844,フラウアアーム,Brassards Fleur
845,アグリアガード,Gardes Agria
846,フラウアガード,Gardes Fleur
847,フォーヴアーム,Brassards Fauve
848,フィアスアーム,Brassards Fias
849,フォーヴガード,Gardes Fauve
850,フィアスガード,Gardes Fias
851,フィデルアーム,
852,フィデルＦアーム,
853,ファクトアーム,
854,ファクトＦアーム,
855,シュロスアーム,
856,シュロスＦアーム,
857,アエトスガード,
858,アエトスＦガード,
859,ヴェルスアーム,
860,ヴェルスＦアーム,
861,フラントアーム,
862,フラントＦアーム,
863,セリューアーム,Brassards Serieux
864,セリューＦアーム,Brassards Serieux F
865,ウェネスガード,
866,ウェネスＦガード,
867,フェルムアーム・黒,Brassards Ferm noirs
868,フェルムＦアーム・黒,Brassards Ferm F noirs
869,フェルムガード・黒,Gardes Ferm noires
870,フェルムＦガード・黒,Gardes Ferm F noires
871,フェルムアーム・赤,Brassards Ferm rouges
872,フェルムＦアーム・赤,Brassards Ferm F rouges
873,フェルムガード・赤,Gardes Ferm rouges
874,フェルムＦガード・赤,Gardes Ferm F rouges
875,フェルムアーム・白,Brassards Ferm blancs
876,フェルムＦアーム・白,Brassards Ferm F blancs
877,フェルムガード・白,Gardes Ferm blanches
878,フェルムＦガード・白,Gardes Ferm F blanches
879,フェルムアーム・青,Brassards Ferm bleus
880,フェルムＦアーム・青,Brassards Ferm F bleus
881,フェルムガード・青,Gardes Ferm bleues
882,フェルムＦガード・青,Gardes Ferm F bleues
883,リエーザアーム,
884,リエーザＦアーム,
885,リエーザガード,
886,リエーザＦガード,
887,クレールアーム・紫,Brassards Clair violets
888,クレールＦアーム・紫,Brassards Clair F violets
889,クレールガード・紫,Gardes Clair violettes
890,クレールＦガード・紫,Gardes Clair F violettes
891,クレールアーム・水,
892,クレールＦアーム・水,
893,クレールガード・水,
894,クレールＦガード・水,
895,クレールアーム・赤,Brassards Clair rouges
896,クレールＦアーム・赤,Brassards Clair F rouges
897,クレールガード・赤,Gardes Clair rouges
898,クレールＦガード・赤,Gardes Clair F rouges
899,クレールアーム・黒,Brassards Clair noirs
900,クレールＦアーム・黒,Brassards Clair F noirs
901,クレールガード・黒,Gardes Clair noires
902,クレールＦガード・黒,Gardes Clair F noires
903,デゼールアーム,Brassards Désert
904,デゼールＦアーム,Brassards Désert F
905,デゼールガード,Gardes Désert
906,デゼールＦガード,Gardes Désert F
907,エンプレスアームSP赤,
908,エンプレスアームSP黄,
909,エンプレスアームSP紫,
910,エンプレスガードSP赤,
911,エンプレスガードSP黄,
912,エンプレスガードSP紫,
913,ランゴアームSP黄,
914,ランゴアームSP黒,
915,ランゴアームSP青,
916,コムラダＬアーム・赤,Brassards Comrada L rouges
917,コムラダＬアーム・青,Brassards Comrada L bleus
918,コムラダＬアーム・緑,Brassards Comrada L verts
919,コムラダＬアーム・橙,Brassards Comrada L orange
920,コムラダＲアーム・赤,Brassards Comrada R rouges
921,コムラダＲアーム・青,Brassards Comrada R bleus
922,コムラダＲアーム・緑,Brassards Comrada R verts
923,コムラダＲアーム・橙,Brassards Comrada R orange
924,バトルＬガード,Gardes Bataille L
925,グラビドＬガード,Gardes Gravios L
926,ハンターＲガード,Gardes Hunter's R
927,ランゴＲガード,Gardes Vespoid R
928,ヴィリヴラアーム,
929,アングリフアーム,Brassards Angriff
930,ヴィリヴラガード,
931,アングリフガード,Gardes Angriff
932,シュッツアーム,Brassards Schutz
933,ヒルフェアーム,Brassards Hilfe
934,シュッツガード,Gardes Schutz
935,ヒルフェガード,Gardes Hilfe
936,マカルパＲスリーブ,
937,ラヴィアーム,Brassards Raviente
938,ラヴィＦアーム,Brassards Raviente F
939,ラヴィFXアーム,Brassards Raviente FX
940,ラヴィガード,Gardes Raviente
941,ラヴィＦガード,Gardes Raviente F
942,ラヴィFXガード,Gardes Raviente FX
943,アナキアーム,
944,アナキガード,
945,ハーヴェストアーム,Brassards Moisson
946,ハーヴェストガード,Gardes Moisson
947,クラフトアーム,
948,クラフトＦアーム,
949,クラフトガード,
950,クラフトＦガード,
951,ルディアアーム,Brassards Ledia
952,ルディアＦアーム,Brassards Ledia F
953,ルディアガード,Gardes Ledia
954,ルディアＦガード,Gardes Ledia F
955,ティーアアーム,
956,ヴィルトアーム,Brassards Viruto
957,ティーアガード,
958,ヴィルトガード,Gardes Viruto
959,ミューズアーム,
960,テューンアーム,
961,ゼーレガード,
962,シュナイトガード,Gardes Schnite
963,アセルスアーム,
964,アセルスＦアーム,
965,スクラアーム,
966,スクラＦアーム,
967,ファルムアーム,
968,ファルムＦアーム,
969,ディゼルガード,
970,ディゼルＦガード,
971,スディブアーム,
972,スディブＦアーム,
973,フィブラアーム,
974,フィブラＦアーム,
975,リガスアーム,
976,リガスＦアーム,
977,ミーツェガード,
978,ミーツェＦガード,
979,メレティアーム・白,Brassards Meleti blancs
980,メレティＦアーム・白,Brassards Meleti F blancs
981,メレティガード・白,Gardes Meleti blanches
982,メレティＦガード・白,Gardes Meleti F blanches
983,メレティアーム・赤,Brassards Meleti rouges
984,メレティＦアーム・赤,Brassards Meleti F rouges
985,メレティガード・赤,Gardes Meleti rouges
986,メレティＦガード・赤,Gardes Meleti F rouges
987,メレティアーム・青,Brassards Meleti bleus
988,メレティＦアーム・青,Brassards Meleti F bleus
989,メレティガード・青,Gardes Meleti bleues
990,メレティＦガード・青,Gardes Meleti F bleues
991,メレティアーム・黒,Brassards Meleti noirs
992,メレティＦアーム・黒,Brassards Meleti F noirs
993,メレティガード・黒,Gardes Meleti noires
994,メレティＦガード・黒,Gardes Meleti F noires
995,ゲレールアーム,
996,ゲレールＦアーム,
997,レーラーアーム,
998,レーラーＦアーム,
999,フェサーアーム,
1000,フェサーＦアーム,
1001,シアンスガード,
1002,シアンスＦガード,
1003,ゴルトアーム・赤,Brassards Gold rouges
1004,ゴルトＦアーム・赤,Brassards Gold F rouges
1005,ゴルトガード・赤,Gardes Gold rouges
1006,ゴルトＦガード・赤,Gardes Gold F rouges
1007,ゴルトアーム・青,Brassards Gold bleus
1008,ゴルトＦアーム・青,Brassards Gold F bleus
1009,ゴルトガード・青,Gardes Gold bleues
1010,ゴルトＦガード・青,Gardes Gold F bleues
1011,ゴルトアーム・黄,Brassards Gold jaunes
1012,ゴルトＦアーム・黄,Brassards Gold F jaunes
1013,ゴルトガード・黄,Gardes Gold jaunes
1014,ゴルトＦガード・黄,Gardes Gold F jaunes
1015,ゴルトアーム・紫,Brassards Gold violets
1016,ゴルトＦアーム・紫,Brassards Gold F violets
1017,ゴルトガード・紫,Gardes Gold violettes
1018,ゴルトＦガード・紫,Gardes Gold F violettes
1019,シデロアーム,
1020,シデロＦアーム,
1021,オールアーム,
1022,オールＦアーム,
1023,メタロアーム,
1024,メタロＦアーム,
1025,アルジャガード,
1026,アルジャＦガード,
1027,エスピナFXファオスト,
1028,エスピナFXベギアデ,
1029,,
1030,エクストアーム,
1031,エクストアームＣ,
1032,エクストガード,
1033,エクストガードＣ,
1034,デスギアアルムSP白,
1035,デスギアアルムSP赤,
1036,デスギアアルムSP青,
1037,ディアブロアームSP紫,
1038,ディアブロアームSP青,
1039,ディアブロアームSP黄,
1040,マカルパスリーブSP緑,
1041,マカルパスリーブSP青,
1042,マカルパスリーブSP黒,
1043,ドラゴンＬフィスト,
1044,キリンＬグローブ,
1045,ザザミＬガード,Gardes Hermitaur L
1046,ボーンＬガード,Gardes Os L
1047,ランゴＬガード,Gardes Vespoid L
1048,ディアブロＬガード,Gardes Diablos L
1049,Ｇ・ガードＲカフス紅,
1050,Ｇ・ガードＲカフス紅,
1051,タロスＲガード,Gardes Hornetaur R
1052,ハイメタＲガード,
1053,リオソウルＲガード,Gardes Rath R
1054,ブランゴＬアーム,Brassards Blango L
1055,ガノスＬアーム,Brassards Plesioth L
1056,グラビドＲアーム,Brassards Gravios R
1057,イーオスＲアーム,Brassards Ioprey R
1058,稲荷【篭手】,
1059,稲荷・覇【篭手】,
1060,玉藻【篭手】,
1061,玉藻・覇【篭手】,
1062,コカロアーム,
1063,コカロガード,
1064,シエリーアーム,Brassards Shieri
1065,シエリーＦアーム,Brassards Shieri F
1066,シエリーガード,Gardes Shieri
1067,シエリーＦガード,Gardes Shieri F
1068,ハルバダーアーム,Brassards Harubadaa
1069,ハルバダーＦアーム,Brassards Harubadaa F
1070,トラッカーガード,Gardes Traqueur
1071,トラッカーＦガード,Gardes Traqueur F
1072,ザーカーアーム,Brassards Zaakaa
1073,ザーカーＦアーム,Brassards Zaakaa F
1074,チェイサーガード,Gardes Poursuivant
1075,チェイサーＦガード,Gardes Poursuivant F
1076,ロイヤルアーム,
1077,ロイヤルＦアーム,
1078,ロードガード,
1079,ロードＦガード,
1080,ディクトアーム,Brassards Dicto
1081,ディクトＦアーム,Brassards Dicto F
1082,ディレットガード,Gardes Diletto
1083,ディレットＦガード,Gardes Diletto F
1084,クリュスアーム,Brassards Kruss
1085,クリュスＦアーム,Brassards Kruss F
1086,クォートガード,
1087,クォートＦガード,
1088,ウルバヌアーム,
1089,ウルバヌＦアーム,
1090,マグヌスアーム,
1091,マグヌスＦアーム,
1092,ソレルスアーム,
1093,ソレルスＦアーム,
1094,パルフェガード,
1095,パルフェＦガード,
1096,アスティアーム,
1097,アスティＦアーム,
1098,アガトンアーム,
1099,アガトンＦアーム,
1100,ランプロアーム,
1101,ランプロＦアーム,
1102,ソフィスガード,
1103,ソフィスＦガード,
1104,アリストアーム・青,Brassards Aristo bleus
1105,アリストＦアーム・青,Brassards Aristo F bleus
1106,アリストガード・青,Gardes Aristo bleues
1107,アリストＦガード・青,Gardes Aristo F bleues
1108,アリストアーム・白,Brassards Aristo blancs
1109,アリストＦアーム・白,Brassards Aristo F blancs
1110,アリストガード・白,Gardes Aristo blanches
1111,アリストＦガード・白,Gardes Aristo F blanches
